Harga Sewa;Lokasi;Kamar Tidur;Kamar Mandi;Luas Tanah;Luas Bangunan;Carport;Sertifikat;Daya Listrik;Kamar Tidur Pembantu;Kamar Mandi Pembantu;Garasi;Jumlah Lantai;Kondisi Properti
55000000;Kota Wisata, Bogor;4.0;3.0;144.0;160.0;1;SHM;Lainnya;0;0;0;2;Bagus
550000000;Kemang, Jakarta Selatan;5.0;6.0;750.0;700.0;3;SHM;23000;2;2;2;2;Sudah Renovasi
80000000;Pantai Indah Kapuk, Jakarta Utara;3.0;3.0;112.0;100.0;1;Lainnya;Lainnya;0;0;0;2;Bagus
65000000;Pantai Indah Kapuk, Jakarta Utara;2.0;2.0;60.0;75.0;1;Lainnya;Lainnya;0;0;0;2;Bagus
525000000;Kemang, Jakarta Selatan;4.0;5.0;500.0;450.0;2;SHM;23000;1;2;2;2;Sudah Renovasi
125000000;Renon, Denpasar;5.0;3.0;100.0;144.0;1;SHM;;0;0;;;
690000000;Pejaten, Jakarta Selatan;4.0;4.0;800.0;550.0;3;SHM;16500;1;1;2;2;Sudah Renovasi
85000000;Muara Karang, Jakarta Utara;4.0;4.0;90.0;180.0;1;SHM;;0;0;0;;
70000000;Pantai Indah Kapuk, Jakarta Utara;2.0;2.0;90.0;90.0;1;Lainnya;Lainnya;0;0;0;2;Bagus
55000000;Pantai Indah Kapuk, Jakarta Utara;2.0;2.0;56.0;60.0;1;Lainnya;Lainnya;0;0;0;2;Bagus
80000000;Pantai Indah Kapuk 2, Jakarta Utara;2.0;2.0;56.0;56.0;0;Lainnya;4400;1;1;1;2;Bagus
890000000;Kemang, Jakarta Selatan;5.0;5.0;630.0;500.0;3;SHM;23000;2;1;2;2;Sudah Renovasi
250000000;Kota Baru Parahyangan, Bandung;4.0;3.0;392.0;336.0;2;SHM;3500;1;1;2;2;Bagus
320000000;Mengwi, Badung;3.0;3.0;250.0;200.0;1;SHM;5500;0;0;0;1;Baru
260000000;Cilandak, Jakarta Selatan;4.0;3.0;220.0;200.0;2;SHM;Lainnya;0;0;0;2;Bagus
130000000;Cilandak, Jakarta Selatan;4.0;2.0;250.0;250.0;2;SHM;Lainnya;0;0;0;2;Bagus
33000000;Kopo, Bandung;2.0;1.0;80.0;160.0;0;Lainnya;Lainnya;0;0;1;2;Bagus
175000000;Alam Sutera, Tangerang;4.0;3.0;300.0;250.0;1;SHM;Lainnya;0;0;0;2;Bagus
215000000;Pantai Indah Kapuk, Jakarta Utara;4.0;2.0;120.0;150.0;1;SHM;Lainnya;0;0;1;2;Bagus
80000000;Citra Garden, Jakarta Barat;3.0;3.0;90.0;120.0;1;SHM;2200;1;1;0;2;Bagus
100000000;Solo Baru, Solo;5.0;4.0;348.0;350.0;2;SHM;Lainnya;0;0;1;2;Bagus
20000000;Pecatu, Badung;3.0;3.0;120.0;130.0;0;SHM;3500;0;0;0;;
215000000;Pantai Indah Kapuk, Jakarta Utara;5.0;3.0;120.0;100.0;0;SHM;Lainnya;0;0;0;3;Sudah Renovasi
24000000;Bekasi Utara, Bekasi;2.0;1.0;80.0;80.0;1;SHM;2200;0;0;0;1;Bagus
320000000;Pejaten, Jakarta Selatan;3.0;3.0;250.0;375.0;0;SHM;7700;2;1;4;3;Bagus
380000000;Cipete, Jakarta Selatan;3.0;3.0;158.0;278.0;0;SHM;Lainnya;2;1;3;2;Bagus
110000000;Lebak Bulus, Jakarta Selatan;2.0;2.0;150.0;100.0;1;SHM;4400;1;1;1;1;Bagus
65000000;Cirebon Kota, Cirebon;2.0;3.0;105.0;120.0;1;SHM;3500;1;1;1;2;Bagus
65000000;Nusa Dua, Badung;2.0;1.0;70.0;70.0;0;Lainnya;Lainnya;0;0;0;1;Bagus
150000000;Sunter, Jakarta Utara;4.0;4.0;180.0;300.0;1;SHM;Lainnya;0;0;0;2;Renovasi Minimum
260000000;Cirebon Kota, Cirebon;6.0;4.0;800.0;500.0;1;SHM;2200;1;2;1;2;Renovasi Minimum
110000000;Cirebon Kota, Cirebon;4.0;3.0;200.0;250.0;1;SHM;3500;1;1;1;2;Bagus
260000000;Kemang, Jakarta Selatan;4.0;3.0;600.0;400.0;8;SHM;Lainnya;0;0;2;2;Bagus
200000000;Pondok Indah, Jakarta Selatan;3.0;3.0;120.0;150.0;2;SHM;Lainnya;1;1;0;2;Bagus
250000000;Ampera, Jakarta Selatan;5.0;4.0;1000.0;450.0;3;SHM;Lainnya;0;0;2;2;Bagus
260000000;Kemang, Jakarta Selatan;4.0;4.0;750.0;400.0;4;SHM;;0;0;;;
30000000;Rungkut, Surabaya;2.0;1.0;84.0;70.0;1;SHM;1300;1;1;0;1;Sudah Renovasi
300000000;Permata Hijau, Jakarta Selatan;4.0;3.0;175.0;361.0;2;SHM;10600;1;1;0;3;Bagus
95000000;Golf Island, Jakarta Utara;3.0;3.0;90.0;120.0;0;SHM;3500;1;1;0;2;Bagus
750000000;Pantai Indah Kapuk, Jakarta Utara;6.0;;450.0;1075.0;0;SHM;Lainnya;0;0;0;1;Bagus
50000000;Pantai Indah Kapuk, Jakarta Utara;3.0;2.0;80.0;96.0;2;PPJB;4400;1;1;0;2;Bagus
85000000;Dukuh Pakis, Surabaya;3.0;3.0;128.0;200.0;2;SHM;4400;1;1;0;2;Bagus
600000000;Pantai Indah Kapuk, Jakarta Utara;4.0;4.0;560.0;1000.0;0;SHM;Lainnya;2;1;0;3;Bagus
125000000;Pajajaran, Bandung;6.0;2.0;300.0;300.0;4;SHM;Lainnya;0;0;1;2;Sudah Renovasi
75000000;BSD City, Tangerang;3.0;3.0;96.0;105.0;1;SHM;Lainnya;0;0;1;2;Sudah Renovasi
125000000;Buah Batu, Bandung;5.0;5.0;145.0;200.0;2;SHM;Lainnya;0;0;0;2;Bagus
110000000;Pantai Indah Kapuk 2, Jakarta Utara;4.0;;100.0;184.0;0;SHM;Lainnya;0;0;0;1;Sudah Renovasi
32000000;Suvarna Sutera;3.0;2.0;119.0;105.0;1;PPJB;2200;0;0;0;2;Bagus
55000000;Podomoro Park Bandung;2.0;2.0;102.0;94.0;1;HGB;3500;0;0;0;2;Baru
250000000;Pantai Indah Kapuk 2, Jakarta Utara;4.0;4.0;300.0;300.0;0;PPJB;Lainnya;0;0;0;3;Bagus
120000000;Kota Baru Parahyangan, Bandung;3.0;2.0;165.0;99.0;1;SHM;2200;0;0;0;2;Bagus
235000000;Pantai Indah Kapuk 2, Jakarta Utara;4.0;4.0;250.0;330.0;2;Lainnya;Lainnya;0;0;0;2;Bagus
145000000;Golf Island, Jakarta Utara;3.0;3.0;120.0;200.0;1;SHM;Lainnya;0;0;0;2;Bagus
600000000;Golf Island, Jakarta Utara;4.0;4.0;350.0;500.0;2;HGB;Lainnya;0;0;2;3;Bagus
65000000;Cengkareng Barat, Jakarta Barat;2.0;2.0;144.0;144.0;0;Lainnya;4400;0;0;1;1;Bagus
55000000;Pantai Indah Kapuk, Jakarta Utara;2.0;2.0;60.0;74.0;1;Lainnya;Lainnya;0;0;0;2;Bagus
750000000;Kemang, Jakarta Selatan;4.0;5.0;750.0;500.0;2;Lainnya;Lainnya;2;1;2;2;Bagus
28000000;Kartasura, Sukoharjo;4.0;2.0;200.0;150.0;2;SHM;2200;0;0;0;1;Bagus
37000000;Banjarsari, Solo;6.0;2.0;256.0;250.0;2;SHM;;0;0;0;;
95000000;Muara Karang, Jakarta Utara;3.0;3.0;120.0;180.0;2;SHM;2200;1;0;0;2;Bagus
125000000;Alam Sutera, Tangerang;4.0;3.0;170.0;360.0;2;SHM;6600;1;1;0;2;Bagus
250000000;Pondok Indah, Jakarta Selatan;5.0;4.0;136.0;360.0;1;SHM;5500;1;1;1;3;Bagus
55000000;Podomoro Park Bandung, Bandung;2.0;2.0;90.0;94.0;1;SHM;2200;0;0;0;2;Bagus
68000000;Citra Garden, Jakarta Barat;3.0;2.0;60.0;115.0;2;SHM;Lainnya;0;0;0;2;Bagus
650000000;Kebayoran Baru, Jakarta Selatan;4.0;3.0;260.0;400.0;3;Lainnya;11000;1;1;0;1;Bagus
62000000;Pasteur, Bandung;2.0;1.0;50.0;56.0;1;SHM;900;0;0;0;2;Bagus
185000000;Kebayoran Baru, Jakarta Selatan;4.0;3.0;260.0;200.0;2;Lainnya;5500;0;0;1;1;Bagus
250000000;Kebayoran Baru, Jakarta Selatan;3.0;2.0;111.0;222.0;1;SHM;3500;0;0;1;2;Bagus
100000000;Tenggilis Mejoyo, Surabaya;5.0;3.0;312.0;500.0;6;SHM;4400;1;1;0;2;Bagus
125000000;Citraland, Surabaya;5.0;4.0;200.0;210.0;0;SHM;Lainnya;0;0;0;2;Bagus
365000000;Kemang, Jakarta Selatan;4.0;3.0;550.0;700.0;1;SHM;Lainnya;2;1;2;2;Renovasi Minimum
85000000;Wiyung, Surabaya;3.0;3.0;128.0;200.0;1;SHM;4400;1;1;0;2;Bagus
170000000;Cibubur, Jakarta Timur;5.0;3.0;500.0;300.0;2;SHM;5500;1;1;2;2;Bagus
37000000;Harapan Indah, Bekasi;4.0;2.0;144.0;88.0;1;SHM;1300;0;0;0;1;Bagus
65000000;Renon, Denpasar;2.0;2.0;100.0;60.0;1;SHM;Lainnya;0;0;1;1;Bagus
70000000;Kelapa Gading, Jakarta Utara;4.0;2.0;102.0;145.0;1;SHM;Lainnya;0;0;0;2;Renovasi Minimum
77000000;Pantai Indah Kapuk 2, Jakarta Utara;3.0;3.0;100.0;117.0;1;Lainnya;Lainnya;0;0;0;2;Bagus
750000000;Kebayoran Lama, Jakarta Selatan;7.0;4.0;480.0;600.0;4;SHM;Lainnya;0;0;2;2;Bagus
185000000;Cipete, Jakarta Selatan;4.0;4.0;175.0;125.0;1;SHM;Lainnya;0;0;1;1;Bagus
145000000;Pejaten, Jakarta Selatan;6.0;4.0;100.0;250.0;2;SHM;;0;0;;;Lainnya
65000000;Pantai Indah Kapuk 2, Jakarta Utara;4.0;3.0;90.0;150.0;1;Lainnya;;;;0;;
90000000;Kebon Jeruk, Jakarta Barat;5.0;3.0;105.0;150.0;1;SHM;Lainnya;0;0;1;2;Bagus
75000000;Puri Mansion, Jakarta Barat;4.0;4.0;200.0;230.0;0;SHM;Lainnya;0;0;0;3;Bagus
85000000;Pakuwon City, Surabaya;4.0;3.0;114.0;165.0;1;HGB;Lainnya;0;0;1;2;Bagus
50000000;Sentul City, Bogor;3.0;3.0;165.0;85.0;0;Lainnya;Lainnya;0;0;0;2;Bagus
1000000000;Menteng, Jakarta Pusat;4.0;5.0;650.0;700.0;0;SHM;Lainnya;3;2;0;;Bagus
190000000;Tebet, Jakarta Selatan;3.0;3.0;130.0;110.0;2;SHM;7700;0;0;0;2;Bagus
80000000;Canggu, Badung;3.0;1.0;150.0;120.0;0;SHM;1300;0;0;0;1;Lainnya
280000000;Kerobokan, Badung;2.0;2.0;180.0;150.0;0;SHM;5500;0;0;0;1;Lainnya
90000000;Seminyak, Badung;2.0;2.0;220.0;200.0;0;SHM;2200;0;0;0;1;Lainnya
1000000000;Canggu, Badung;4.0;3.0;72.0;140.0;0;SHM;1300;0;0;0;1;Lainnya
80000000;Canggu, Badung;5.0;2.0;120.0;240.0;0;SHM;1300;0;0;0;1;Lainnya
135000000;Kerobokan, Badung;3.0;2.0;147.0;65.0;0;SHM;3500;0;0;0;1;Lainnya
55000000;Uluwatu, Badung;3.0;3.0;100.0;70.0;0;SHM;2200;0;0;0;1;Lainnya
98000000;Ubud, Gianyar;2.0;2.0;600.0;96.0;0;SHM;3500;0;0;0;;Lainnya
45000000;Uluwatu, Badung;2.0;2.0;100.0;45.0;0;SHM;2200;0;0;0;1;Lainnya
90000000;Nusa Dua, Badung;4.0;4.0;110.0;90.0;0;SHM;3500;0;0;0;1;Lainnya
450000000;Pondok Indah, Jakarta Selatan;5.0;4.0;154.0;297.0;2;Hak Sewa;Lainnya;0;0;2;3;Bagus
47000000;Antapani, Bandung;2.0;1.0;100.0;90.0;1;SHM;2200;0;0;0;1;Bagus
170000000;Golf Island, Jakarta Utara;3.0;3.0;315.0;120.0;1;Lainnya;4400;1;0;0;2;Bagus
33000000;Cimahi, Bandung;3.0;1.0;80.0;65.0;1;SHM;Lainnya;0;0;0;2;Bagus
110000000;Tanjung Duren, Jakarta Barat;5.0;2.0;168.0;128.0;0;SHM;6600;1;0;0;1;Bagus
65000000;Surabaya Kota, Surabaya;3.0;2.0;200.0;122.0;2;SHM;;;;0;;Bagus
30000000;Citraland, Surabaya;1.0;2.0;72.0;100.0;1;SHM;;0;0;0;;
55000000;Sentul City, Bogor;3.0;2.0;140.0;120.0;0;PPJB;Lainnya;0;0;0;2;Bagus
22000000;Sepatan, Tangerang;3.0;2.0;60.0;90.0;1;Hak Sewa;Lainnya;0;0;1;2;Bagus
310000000;Sanur, Denpasar;2.0;2.0;150.0;100.0;0;Lainnya;Lainnya;0;0;0;1;Bagus
650000000;Manyar, Surabaya;2.0;2.0;640.0;640.0;6;SHM;;0;0;0;;Butuh Renovasi
450000000;Cempaka Putih, Jakarta Pusat;6.0;5.0;531.0;277.0;2;SHM;Lainnya;0;0;0;1;Bagus
27000000;Cikupa Citra Raya, Tangerang;2.0;1.0;90.0;72.0;1;SHM;3500;0;0;0;1;Bagus
350000000;Pantai Indah Kapuk, Jakarta Utara;3.0;3.0;150.0;200.0;2;PPJB;Lainnya;0;0;0;2;Sudah Renovasi
80000000;Pantai Indah Kapuk 2, Jakarta Utara;3.0;2.0;80.0;112.0;1;HGB;Lainnya;0;0;0;2;Bagus
215000000;Pantai Indah Kapuk, Jakarta Utara;4.0;3.0;120.0;200.0;1;SHM;Lainnya;0;0;1;3;Sudah Renovasi
70000000;Cipete, Jakarta Selatan;3.0;3.0;380.0;420.0;2;Lainnya;Lainnya;1;1;0;2;Bagus
64000000;Kebayoran Baru, Jakarta Selatan;4.0;4.0;200.0;300.0;2;SHM;Lainnya;0;0;2;3;Bagus
90000000;Kelapa Gading, Jakarta Utara;3.0;3.0;45.0;130.0;1;SHM;Lainnya;0;0;0;3;Bagus
210000000;Kelapa Gading, Jakarta Utara;5.0;5.0;224.0;384.0;1;SHM;Lainnya;0;0;0;2;Bagus
250000000;Kelapa Gading, Jakarta Utara;3.0;3.0;152.0;280.0;1;SHM;Lainnya;0;0;1;3;Sudah Renovasi
180000000;Rawamangun, Jakarta Timur;4.0;5.0;340.0;340.0;0;SHM;2200;1;1;0;1;Sudah Renovasi
99000000;Tebet, Jakarta Selatan;2.0;2.0;150.0;150.0;1;SHM;Lainnya;0;0;1;2;Bagus
145000000;Kelapa Gading, Jakarta Utara;3.0;4.0;100.0;180.0;1;SHM;Lainnya;0;0;0;2;Bagus
70000000;Kelapa Gading, Jakarta Utara;5.0;2.0;90.0;270.0;1;SHM;Lainnya;0;0;0;3;Bagus
90000000;BSB City, Semarang;2.0;2.0;120.0;70.0;1;SHM;Lainnya;0;0;1;2;Bagus
85000000;Pagedangan, Tangerang;3.0;3.0;98.0;118.0;1;PPJB;Lainnya;0;0;1;2;Bagus
125000000;Kota Wisata, Bogor;4.0;3.0;457.0;350.0;2;Lainnya;7700;1;1;2;2;Bagus
55000000;Karawaci, Tangerang;3.0;3.0;80.0;82.0;0;PPJB;2200;1;1;0;2;Bagus
40000000;Lippo Karawaci, Tangerang;2.0;2.0;65.0;70.0;0;Lainnya;2200;0;0;0;2;Bagus
450000000;Cipete, Jakarta Selatan;4.0;3.0;867.0;50.0;4;SHM;Lainnya;2;1;2;2;Bagus
725000000;Kemang, Jakarta Selatan;4.0;3.0;1000.0;500.0;4;SHM;Lainnya;2;1;2;1;Bagus
1000000000;BSD, Tangerang;3.0;2.0;50.0;68.0;1;PPJB;Lainnya;0;0;1;2;Bagus
130000000;Cengkareng, Jakarta Barat;3.0;3.0;248.0;200.0;4;SHM;5500;1;1;0;2;Bagus
57000000;BSD City, Tangerang;3.0;2.0;105.0;70.0;1;PPJB;Lainnya;0;0;1;2;Bagus
125000000;Buah Batu, Bandung;5.0;4.0;176.0;159.0;2;HGB;Lainnya;0;0;0;2;Bagus
65000000;Cakung, Jakarta Timur;3.0;3.0;148.0;156.0;1;Lainnya;Lainnya;1;1;1;2;Bagus
60000000;Kota Wisata, Jakarta Timur;4.0;3.0;120.0;170.0;1;SHM;Lainnya;0;0;0;2;Bagus
80000000;BSD, Tangerang;3.0;3.0;128.0;170.0;1;PPJB;2200;2;2;1;2;Bagus
60000000;BSD, Tangerang;2.0;2.0;50.0;68.0;1;PPJB;2200;1;0;1;2;Bagus
67000000;BSD, Tangerang;2.0;3.0;80.0;60.0;1;PPJB;Lainnya;0;0;1;2;Bagus
165000000;Kota Wisata, Jakarta Timur;4.0;4.0;264.0;350.0;2;SHM;;;0;0;;
75000000;Taman Palem, Jakarta Barat;5.0;3.0;120.0;270.0;2;SHM;;0;0;0;;
30000000;Legenda Wisata, Jakarta Timur;3.0;2.0;90.0;80.0;1;SHM;Lainnya;0;0;0;1;Bagus
175000000;Kota Wisata, Jakarta Timur;4.0;4.0;264.0;350.0;1;SHM;Lainnya;0;0;1;2;Bagus
75000000;Raffles Hills, Jakarta Timur;3.0;3.0;128.0;135.0;1;SHM;Lainnya;1;1;0;2;Bagus
58000000;Kota Wisata, Jakarta Timur;3.0;3.0;162.0;156.0;1;SHM;2200;1;1;0;2;Bagus
65000000;Cibubur, Jakarta Timur;4.0;2.0;176.0;90.0;2;SHM;Lainnya;0;0;0;2;Bagus
60000000;Lippo Karawaci, Tangerang;3.0;2.0;82.0;68.0;1;PPJB;Lainnya;0;0;0;2;Bagus
35000000;Kota Wisata, Jakarta Timur;2.0;1.0;90.0;48.0;2;SHM;Lainnya;0;0;0;1;Bagus
45000000;Citra Grand, Jakarta Timur;2.0;1.0;45.0;90.0;1;SHM;1300;0;0;0;1;Bagus
95000000;Citra Grand, Jakarta Timur;3.0;2.0;298.0;70.0;2;SHM;Lainnya;1;1;0;2;Bagus
235000000;Kota Baru Parahyangan, Bandung;3.0;3.0;200.0;200.0;1;SHM;Lainnya;0;0;0;1;Bagus
375000000;Pondok Indah, Jakarta Selatan;5.0;4.0;320.0;300.0;1;SHM;13200;2;1;1;2;Bagus
215000000;Pantai Indah Kapuk, Jakarta Utara;3.0;3.0;150.0;250.0;0;SHM;Lainnya;0;0;0;2;Bagus
600000000;Kebayoran Baru, Jakarta Selatan;4.0;4.0;400.0;400.0;2;SHM;Lainnya;0;0;2;2;Bagus
200000000;Pantai Indah Kapuk, Jakarta Utara;4.0;3.0;120.0;250.0;1;SHM;Lainnya;0;0;1;3;Bagus
120000000;Pantai Indah Kapuk 2, Jakarta Utara;2.0;2.0;60.0;87.0;0;SHM;Lainnya;0;0;0;2;Bagus
40000000;Semarang Tengah, Semarang;4.0;2.0;125.0;250.0;0;SHM;4400;0;0;0;;
130000000;Alam Sutera, Tangerang;4.0;5.0;200.0;400.0;1;SHM;7700;1;1;0;3;Bagus
250000000;Kota Baru Parahyangan, Bandung;5.0;4.0;401.0;421.0;2;SHM;Lainnya;0;0;1;2;Bagus
70000000;Green Lake City, Jakarta Barat;3.0;2.0;90.0;65.0;1;SHM;4400;1;1;1;2;Bagus
350000000;Dukuh Pakis, Surabaya;5.0;4.0;450.0;350.0;10;HGB;Lainnya;0;0;2;2;Bagus
65000000;Kelapa Gading, Jakarta Utara;3.0;2.0;102.0;145.0;1;SHM;Lainnya;0;0;0;1;Renovasi Minimum
65000000;Puri Anjasmoro, Semarang;3.0;2.0;120.0;100.0;1;SHM;2200;0;0;0;1;Bagus
125000000;Wonokromo, Surabaya;5.0;4.0;190.0;150.0;0;SHM;Lainnya;0;0;0;2;Bagus
1000000;Gading Serpong, Tangerang;1.0;1.0;100.0;100.0;0;SHM;900;0;0;1;1;Bagus
275000000;Tegalsari, Surabaya;4.0;2.0;400.0;300.0;2;HGB;Lainnya;0;0;0;1;Bagus
800000000;Menteng, Jakarta Pusat;4.0;3.0;640.0;350.0;0;SHM;Lainnya;2;1;0;;Bagus
850000000;Kemang, Jakarta Selatan;4.0;3.0;1000.0;600.0;4;SHM;Lainnya;0;0;2;2;Bagus
725000000;Kemang, Jakarta Selatan;4.0;3.0;1000.0;500.0;0;SHM;16500;2;1;0;;Bagus
750000000;Menteng, Jakarta Pusat;4.0;5.0;800.0;600.0;0;SHM;Lainnya;4;2;2;2;Bagus
87000000;Cigadung, Bandung;4.0;2.0;140.0;175.0;2;SHM;2200;0;0;0;2;Bagus
40000000;Surabaya Kota, Surabaya;3.0;2.0;72.0;140.0;0;SHM;3500;0;0;0;2;Renovasi Minimum
75000000;Cikarang, Bekasi;3.0;2.0;144.0;124.0;2;PPJB;Lainnya;0;0;1;2;Bagus
320000000;Kebayoran Baru, Jakarta Selatan;4.0;4.0;225.0;300.0;1;SHM;4400;1;1;1;1;Bagus
45000000;Surabaya Kota, Surabaya;2.0;2.0;112.0;150.0;0;HGB;4400;1;1;0;2;Lainnya
60000000;Lippo Cikarang, Cikarang;2.0;2.0;130.0;100.0;1;SHM;Lainnya;1;0;1;1;Bagus
700000000;Kebayoran Baru, Jakarta Selatan;4.0;3.0;275.0;450.0;2;SHM;10000;1;1;2;;Bagus
65000000;Keputih, Surabaya;2.0;2.0;135.0;100.0;0;SHM;3500;1;1;1;1;Renovasi Minimum
450000000;Kebayoran Baru, Jakarta Selatan;4.0;3.0;486.0;220.0;2;SHM;Lainnya;1;1;2;1;Bagus
650000000;Kebayoran Baru, Jakarta Selatan;4.0;3.0;260.0;400.0;0;SHM;Lainnya;1;1;2;;Bagus
85000000;Daan Mogot, Jakarta Barat;5.0;3.0;90.0;115.0;0;SHM;2200;0;0;0;;Lainnya
70000000;Green Lake City, Jakarta Barat;3.0;2.0;72.0;100.0;1;SHM;Lainnya;0;0;1;2;Bagus
700000000;Kebayoran Baru, Jakarta Selatan;5.0;3.0;350.0;550.0;2;SHM;10000;1;1;2;2;Bagus
35000000;Citraland, Surabaya;2.0;2.0;50.0;53.0;1;HGB;2200;0;0;0;2;Renovasi Minimum
375000000;Pondok Indah, Jakarta Selatan;5.0;4.0;320.0;300.0;2;SHM;Lainnya;0;0;3;2;Bagus
35000000;Gading Serpong, Tangerang;2.0;2.0;48.0;53.0;1;SHM;;0;0;0;;
20000000;Ungasan, Badung;2.0;1.0;90.0;85.0;1;Hak Sewa;;0;0;;;
40000000;Green Lake City, Jakarta Barat;2.0;2.0;48.0;76.0;1;SHM;Lainnya;0;0;0;2;Bagus
100000000;Summarecon Bekasi, Bekasi;4.0;4.0;116.0;157.0;2;Lainnya;;;;0;;
50000000;Summarecon Bekasi, Bekasi;4.0;2.0;66.0;76.0;1;PPJB;2200;0;0;0;2;Bagus
70000000;Summarecon Bekasi, Bekasi;3.0;3.0;180.0;150.0;1;HGB;3500;0;0;1;2;Bagus
60000000;Summarecon Crown Gading, Bekasi;3.0;2.0;77.0;77.0;0;PPJB;2200;0;0;2;2;Bagus
25000000;Uluwatu, Badung;2.0;2.0;200.0;100.0;1;SHM;;0;0;0;;
4000000000;Turangga, Bandung;4.0;3.0;150.0;200.0;0;SHM;Lainnya;0;0;1;2;Bagus
85000000;Kelapa Gading, Jakarta Utara;4.0;4.0;90.0;160.0;1;SHM;Lainnya;0;0;0;2;Bagus
115000000;Kelapa Gading, Jakarta Utara;4.0;2.0;210.0;280.0;3;SHM;Lainnya;1;1;0;2;Sudah Renovasi
70000000;Gading Serpong, Tangerang;3.0;3.0;120.0;120.0;2;Lainnya;2200;1;1;0;2;Bagus
340000000;Cilandak, Jakarta Selatan;5.0;4.0;488.0;400.0;0;SHM;6600;1;1;0;;Bagus
16000000;Jimbaran, Badung;2.0;2.0;120.0;100.0;1;SHM;;0;0;;;
70000000;Batununggal, Bandung;3.0;2.0;180.0;150.0;2;SHM;4400;1;1;0;1;Lainnya
280000000;BSD, Tangerang;4.0;5.0;238.0;280.0;2;PPJB;4400;1;1;1;3;Bagus
100000000;BSD, Tangerang;3.0;3.0;128.0;180.0;2;PPJB;Lainnya;1;1;0;2;Bagus
110000000;Citragrand, Semarang;3.0;2.0;105.0;110.0;1;Lainnya;3500;0;0;0;2;Bagus
50000000;Sukolilo, Surabaya;2.0;1.0;96.0;90.0;1;HGB;;;;0;;
140000000;Green Lake City, Jakarta Barat;4.0;4.0;144.0;200.0;2;SHM;Lainnya;0;0;0;2;Bagus
60000000;Citraland, Surabaya;3.0;2.0;135.0;85.0;1;Lainnya;3300;0;0;0;1;Bagus
270000000;Pejaten, Jakarta Selatan;3.0;3.0;124.0;350.0;2;SHM;5500;1;1;0;3;Bagus
48000000;Summarecon Crown Gading, Bekasi;4.0;3.0;121.0;95.0;2;HGB;2200;1;1;0;2;Bagus
450000000;Kemang, Jakarta Selatan;4.0;4.0;460.0;450.0;2;SHM;10600;1;2;0;2;Bagus
150000000;Pluit, Jakarta Utara;4.0;2.0;175.0;250.0;1;Lainnya;;;;0;;
280000000;Pondok Indah, Jakarta Selatan;4.0;4.0;186.0;250.0;2;SHM;10000;1;1;0;2;Bagus
200000000;Kelapa Gading, Jakarta Utara;3.0;3.0;120.0;350.0;1;SHM;2200;1;1;0;2;Bagus
700000000;Kemang, Jakarta Selatan;6.0;7.0;1100.0;750.0;14;SHM;17600;2;1;2;2;Bagus
320000000;Antasari, Jakarta Selatan;7.0;6.0;800.0;800.0;5;SHM;17600;1;2;2;2;Renovasi Total
35000000;BSD, Tangerang;2.0;2.0;60.0;70.0;1;SHM;2200;0;0;0;2;Bagus
45000000;Green Lake City, Jakarta Barat;2.0;2.0;48.0;76.0;1;SHM;4400;0;0;0;2;Bagus
200000000;Kota Baru Parahyangan, Bandung;4.0;3.0;392.0;336.0;2;SHM;3500;1;1;1;2;Bagus
45000000;Metro Permata, Tangerang;2.0;1.0;72.0;110.0;1;SHM;2200;0;0;0;1;Bagus
81000000;Kemang, Jakarta Selatan;4.0;5.0;760.0;780.0;3;Lainnya;23000;3;1;2;2;Baru
568000000;Kemang, Jakarta Selatan;4.0;4.0;500.0;1200.0;1;SHM;23000;1;1;2;2;Bagus
215000000;Pantai Indah Kapuk, Jakarta Utara;5.0;3.0;120.0;240.0;2;SHM;Lainnya;0;0;0;3;Bagus
65000000;Munggu, Badung;3.0;2.0;3.0;160.0;0;SHM;1300;0;0;0;1;Renovasi Minimum
185000000;Kota Baru Parahyangan, Bandung;3.0;3.0;120.0;148.0;1;SHM;4400;0;0;0;2;Bagus
55000000;BSD, Tangerang;2.0;1.0;40.0;45.0;0;Lainnya;2200;0;0;0;2;Baru
55000000;BSD City, Tangerang;2.0;1.0;40.0;45.0;0;SHM;2200;0;0;0;2;Bagus
480000000;Kebagusan, Jakarta Selatan;5.0;5.0;700.0;440.0;4;SHM;Lainnya;0;0;2;2;Sudah Renovasi
360000000;Pasar Minggu, Jakarta Selatan;5.0;5.0;575.0;425.0;4;SHM;Lainnya;0;0;2;2;Sudah Renovasi
1000000000;Tembalang, Semarang;3.0;1.0;165.0;83.0;1;SHM;2200;0;0;1;1;Bagus
350000000;BSD Nusaloka, Tangerang;7.0;4.0;480.0;1000.0;0;SHM;Lainnya;1;2;1;2;Bagus
60000000;Tembalang, Semarang;2.0;1.0;140.0;80.0;1;SHM;2200;0;0;0;1;Bagus
55000000;Gading Serpong, Tangerang;3.0;3.0;119.0;119.0;1;SHM;Lainnya;0;0;1;2;Bagus
170000000;Pantai Indah Kapuk, Jakarta Utara;3.0;3.0;120.0;150.0;1;SHM;Lainnya;0;0;0;2;Bagus
150000000;Cipete, Jakarta Selatan;3.0;3.0;150.0;99.0;1;SHM;4400;1;1;0;2;Sudah Renovasi
170000000;Kebayoran Baru, Jakarta Selatan;5.0;4.0;237.0;350.0;0;SHM;;0;0;2;;Lainnya
100000000;Citragrand, Semarang;3.0;2.0;105.0;200.0;1;SHM;Lainnya;0;0;0;2;Bagus
