Harga Sewa;Lokasi;Kamar Tidur;Kamar Mandi;Luas Tanah;Luas Bangunan;Carport;Sertifikat;Daya Listrik;Kamar Tidur Pembantu;Kamar Mandi Pembantu;Garasi;Jumlah Lantai;Kondisi Properti
42000000;Bekasi Utara, Bekasi;3;3;136;110;1;SHM;Lainnya;0;0;0;1;Bagus
150000000;Dieng, Malang;5;4;400;500;2;SHM;2200;1;0;1;2;Bagus
2000000000;Lodtunduh, Gianyar;2;2;150;130;0;SHM;3500;0;1;0;;Lainnya
2000000000;Surabaya Kota, Surabaya;3;3;105;180;1;SHM;Lainnya;0;0;0;2;Bagus
1000000000;Menteng, Jakarta Pusat;10;10;750;1000;0;Lainnya;Lainnya;0;0;0;3;Bagus
58000000;Pekayon, Bekasi;2;1;98;54;0;SHM;2200;0;0;1;1;Bagus
365000000;Kemang, Jakarta Selatan;4;3;550;700;2;Lainnya;Lainnya;0;0;1;;Bagus
25000000;Menganti, Gresik;2;1;72;52;0;Lainnya;Lainnya;0;0;0;1;Lainnya
1000000000;Pantai Mutiara, Jakarta Utara;5;5;650;800;2;SHM;Lainnya;0;0;2;2;Bagus
35000000;Babelan, Bekasi;3;2;78;61;0;SHM;Lainnya;0;0;0;1;Bagus
12000000;Krian, Sidoarjo;3;1;140;120;1;SHM;Lainnya;0;0;0;1;Bagus
55000000;Pondok Indah, Jakarta Selatan;5;4;465;550;2;SHM;23000;2;1;2;2;Bagus
125000000;Pondok Indah, Jakarta Selatan;;;650;900;0;Lainnya;Lainnya;0;0;0;1;Lainnya
650000000;Pondok Indah, Jakarta Selatan;4;4;465;550;2;SHM;Lainnya;0;0;2;2;Bagus
158000000;Wiyung, Surabaya;4;3;375;500;2;SHM;10600;1;1;2;2;Bagus
45000000;Harapan Indah, Bekasi;3;3;105;105;0;SHM;Lainnya;0;0;0;1;Bagus
400000000;Lippo Karawaci, Tangerang;;4;300;500;1;SHM;Lainnya;0;0;2;2;Bagus
45000000;Harapan Indah, Bekasi;3;3;105;105;0;Lainnya;Lainnya;0;0;0;1;Lainnya
55000000;Pakuwon City, Surabaya;3;2;112;150;1;SHM;4400;0;1;0;2;Bagus
200000000;Cipondoh, Tangerang;3;4;144;250;0;SHM;Lainnya;0;0;0;2;Bagus
720000000;Pantai Indah Kapuk, Jakarta Utara;4;3;450;638;0;Lainnya;Lainnya;1;1;0;3;Bagus
75000000;Teluk Gong, Jakarta Utara;4;3;67;112;1;SHM;Lainnya;0;0;1;3;Sudah Renovasi
88000000;Cakung, Jakarta Timur;4;3;148;200;0;HGB;Lainnya;0;0;0;2;Bagus
150000000;Tangerang, Tangerang;4;3;240;248;0;SHM;4400;1;1;0;2;Bagus
1000000000;Menteng, Jakarta Pusat;7;3;454;800;0;Lainnya;Lainnya;0;0;0;2;Bagus
48000000;Banjar Wijaya, Tangerang;3;1;220;120;1;SHM;Lainnya;0;0;3;1;Bagus
90000000;BSD, Tangerang;3;2;77;60;0;SHM;Lainnya;0;0;0;1;Bagus
45000000;Kota Wisata, Bogor;3;2;112;88;1;SHM;2200;0;0;0;2;Lainnya
75000000;Kelapa Gading, Jakarta Utara;5;3;135;240;2;SHM;4400;0;0;1;2;Bagus
45000000;Setra Duta, Bandung;14;4;66;200;1;SHM;Lainnya;0;0;0;3;Sudah Renovasi
120000000;Kenjeran, Surabaya;3;2;418;350;0;SHM;Lainnya;0;0;0;1;Bagus
35000000;Teluk Gong, Jakarta Utara;2;2;49;98;0;HGB;2200;0;0;0;2;Bagus
1000000000;Kebayoran Baru, Jakarta Selatan;6;4;1100;650;0;Lainnya;Lainnya;1;1;0;2;Bagus
190000000;Dieng, Malang;5;4;400;400;1;SHM;Lainnya;1;1;0;2;Bagus
50000000;Kota Wisata, Bogor;3;2;120;1;1;SHM;Lainnya;0;0;0;1;Bagus
40000000;Suvarna Sutera, Tangerang;3;2;160;100;1;Lainnya;Lainnya;1;1;0;2;Bagus
60000000;Johar Baru, Jakarta Pusat;2;2;66;99;0;SHM;2200;0;0;0;;Sudah Renovasi
45000000;Jakarta Garden City, Jakarta Timur;2;2;90;58;1;Lainnya;2200;1;1;0;2;Bagus
160000000;Pondok Indah, Jakarta Selatan;3;2;156;240;0;SHM;4400;1;1;0;2;Bagus
55000000;Regol, Bandung;4;2;110;200;1;SHM;Lainnya;0;0;0;2;Lainnya
650000000;Bandung Kota, Bandung;;;856;391;0;SHM;Lainnya;0;0;0;1;Bagus
21000000;Babelan, Bekasi;2;1;50;45;1;SHM;1300;0;0;1;1;Bagus
88000000;Cakung, Jakarta Timur;4;3;148;200;0;Lainnya;Lainnya;0;0;0;2;Bagus
55000000;Summarecon Bekasi, Bekasi;5;4;77;98;0;SHM;Lainnya;0;0;2;2;Bagus
85000000;Kota Baru Parahyangan, Bandung;3;2;120;95;1;SHM;2200;0;0;0;2;Bagus
100000000;Antapani, Bandung;2;3;240;320;4;Lainnya;Lainnya;0;0;1;2;Bagus
350000000;Menteng, Jakarta Pusat;4;3;250;400;0;SHM;Lainnya;1;1;0;;Bagus
150000000;Pancoran, Jakarta Selatan;3;3;140;150;1;SHM;4400;2;2;1;2;Bagus
110000000;Kota Baru Parahyangan, Bandung;4;2;160;200;0;SHM;Lainnya;0;0;0;1;Lainnya
35000000;Babelan, Bekasi;3;2;78;61;0;SHM;Lainnya;0;0;0;1;Lainnya
45000000;Margahayu, Bandung;2;1;77;77;1;HGB;2200;0;0;0;1;Bagus
118000000;Kebayoran Baru, Jakarta Selatan;4;3;900;836;0;Lainnya;33000;3;3;0;2;Bagus
43000000;Harapan Indah, Bekasi;2;;126;100;0;SHM;Lainnya;0;0;0;1;Bagus
50000000;Mekar Wangi, Bandung;2;1;120;80;2;SHM;1300;0;0;0;1;Bagus
350000000;Kemang, Jakarta Selatan;4;3;625;355;2;SHM;Lainnya;0;0;2;1;Bagus
18000000;Tambaksari, Surabaya;3;1;75;125;0;SHM;Lainnya;0;0;0;2;Bagus
85000000;BSD, Tangerang;3;3;120;148;1;Lainnya;Lainnya;1;1;0;2;Bagus
100000000;BSB City, Semarang;3;2;120;68;2;SHM;Lainnya;0;0;0;1;Bagus
125000000;Kembangan, Jakarta Barat;4;3;250;400;1;SHM;6600;1;1;1;2;Renovasi Minimum
265000000;Sanur, Denpasar;3;3;200;250;1;SHM;;0;0;;;
63000000;Pagedangan, Tangerang;2;1;40;45;0;Lainnya;Lainnya;0;0;0;2;Bagus
115000000;Kota Wisata, Bogor;4;3;180;220;2;SHM;3500;1;1;0;2;Bagus
110000000;BSB City, Semarang;3;2;144;100;2;SHM;2200;1;1;0;2;Baru
42000000;BSD Duta Bintaro, Tangerang;2;1;112;112;1;SHM;2200;0;0;1;1;Bagus
195000000;Pondok Indah, Jakarta Selatan;3;2;250;280;0;SHM;7700;2;1;0;;Bagus
205000000;Legian, Badung;4;3;350;200;1;Hak Sewa;Lainnya;0;0;1;1;Bagus
120000000;Pagedangan, Tangerang;4;4;300;300;2;Lainnya;Lainnya;1;1;1;2;Bagus
65000000;Regol, Bandung;4;2;125;135;2;SHM;Lainnya;0;0;0;2;Bagus
65000000;Tomang, Jakarta Barat;2;1;73;120;1;SHM;2200;1;0;0;2;Bagus
60000000;Pondok Bambu, Jakarta Timur;3;2;220;200;0;Hak Sewa;Lainnya;1;1;0;1;Bagus
45000000;Cakung, Jakarta Timur;2;2;90;90;1;SHM;2200;1;1;0;2;Bagus
52000000;Cakung, Jakarta Timur;3;2;120;120;1;Lainnya;2200;1;1;0;2;Bagus
40000000;Harapan Indah, Bekasi;3;3;126;80;1;HGB;Lainnya;0;0;0;2;Bagus
50000000;Jelambar, Jakarta Barat;2;1;84;98;0;Hak Sewa;3500;0;0;0;2;Bagus
75000000;Pantai Indah Kapuk 2, Jakarta Utara;3;3;80;120;2;SHM;Lainnya;0;0;0;2;Bagus
45000000;Sambiroto, Semarang;3;2;172;102;0;SHM;1300;0;0;0;1;Lainnya
50000000;Suvarna Sutera, Tangerang;3;3;180;142;1;Lainnya;Lainnya;0;0;0;2;Bagus
210000000;Sektor 7-Bintaro, Tangerang Selatan;4;3;204;216;2;SHM;5500;1;1;1;2;Bagus
500000000;Klojen, Malang;5;2;639;289;0;SHM;1300;0;0;0;1;Lainnya
85000000;Tandes, Surabaya;3;2;90;110;2;SHM;5500;1;1;0;2;Sudah Renovasi
70000000;Tembalang, Semarang;4;2;137;109;2;SHM;2200;0;0;0;;Bagus
55000000;Bukit Sari, Semarang;3;2;125;70;1;SHM;3500;0;0;0;;Bagus
50000000;BSB City, Semarang;2;1;120;66;0;SHM;2200;0;0;1;;Baru
55000000;Citragrand, Semarang;3;2;90;124;1;SHM;2200;0;0;1;;Bagus
45000000;Tembalang, Semarang;3;2;110;80;1;SHM;2200;0;0;0;;Bagus
43000000;Citragrand, Semarang;2;1;90;40;2;SHM;Lainnya;0;0;0;;Bagus
95000000;Semarang Selatan, Semarang;2;2;180;90;1;SHM;2200;1;1;1;;Bagus
160000000;Semarang Selatan, Semarang;3;3;329;171;2;HGB;;;0;0;;
60000000;Graha Padma, Semarang;4;2;135;135;1;SHM;5500;0;0;1;;Bagus
130000000;Kerobokan, Badung;2;2;120;150;0;SHM;Lainnya;0;0;0;2;Bagus
150000000;Pantai Indah Kapuk 2, Jakarta Utara;3;3;80;160;2;SHM;Lainnya;0;0;0;3;Bagus
200000000;Cipondoh, Tangerang;3;4;144;250;0;Lainnya;Lainnya;0;0;0;2;Bagus
135000000;Pantai Indah Kapuk, Jakarta Utara;3;3;120;163;0;Lainnya;4400;;;;;
50000000;Pantai Indah Kapuk, Jakarta Utara;3;3;75;107;1;PPJB;4400;1;1;0;2;Bagus
40000000;Lippo Karawaci, Tangerang;2;2;50;80;0;SHM;2200;0;0;0;1;Lainnya
792000000;Kemang, Jakarta Selatan;5;4;800;600;0;Lainnya;Lainnya;1;1;0;2;Bagus
200000000;Kebayoran Lama, Jakarta Selatan;4;3;320;340;0;SHM;Lainnya;0;0;0;1;Bagus
375000000;Cilandak, Jakarta Selatan;4;4;154;396;1;SHM;Lainnya;0;0;1;2;Bagus
35000000;Kota Wisata, Jakarta Timur;2;1;90;1;1;SHM;Lainnya;0;0;0;1;Bagus
35000000;Tembalang, Semarang;4;1;120;90;1;SHM;900;0;0;0;;Bagus
45000000;Tembalang, Semarang;5;2;90;125;1;SHM;3500;0;0;0;;Bagus
30000000;Tembalang, Semarang;2;1;90;90;1;SHM;1300;0;0;1;;Bagus
45000000;Tembalang, Semarang;5;2;225;150;1;SHM;900;0;0;1;;Bagus
35000000;Tarumajaya, Bekasi;4;3;72;108;0;Lainnya;Lainnya;0;0;0;2;Bagus
450000000;Pondok Pinang, Jakarta Selatan;4;3;300;350;0;SHM;7700;1;1;2;2;Bagus
600000000;Dago, Bandung;7;3;1003;700;8;SHM;Lainnya;0;0;3;1;Bagus
150000000;BSD, Tangerang;4;3;288;300;1;SHM;Lainnya;0;0;1;2;Bagus
105000000;BSD City, Tangerang;3;3;84;126;3;SHM;;0;0;0;;
150000000;Kota Baru Parahyangan, Bandung;4;4;300;350;2;SHM;Lainnya;0;0;2;1;Bagus
75000000;Tambora, Jakarta Barat;3;3;52;156;0;Lainnya;4400;0;0;1;3;Bagus
80000000;Sunter, Jakarta Utara;3;2;120;180;0;SHM;Lainnya;0;0;0;1;Bagus
75000000;Pantai Indah Kapuk 2, Jakarta Utara;3;3;90;125;2;SHM;Lainnya;0;0;0;2;Bagus
415000000;Golf Island, Jakarta Utara;4;4;300;435;1;PPJB;Lainnya;0;0;1;2;Bagus
110000000;Pantai Indah Kapuk 2, Jakarta Utara;3;3;160;200;2;SHM;Lainnya;0;0;0;2;Bagus
75000000;Taman Palem, Jakarta Barat;4;2;120;176;1;SHM;Lainnya;0;0;1;2;Bagus
265000000;Manyar, Surabaya;4;2;1124;1000;0;Lainnya;Lainnya;0;0;0;1;Bagus
120000000;Green Lake City, Jakarta Barat;3;3;120;180;0;Lainnya;Lainnya;0;0;0;2;Lainnya
50000000;Harapan Indah, Bekasi;3;2;105;125;1;SHM;2200;0;0;0;1;Bagus
50000000;Rungkut, Surabaya;5;2;200;180;0;Lainnya;Lainnya;0;0;0;1;Bagus
130000000;Taman Kopo Indah, Bandung;2;3;135;135;1;SHM;5500;1;0;0;3;Bagus
65000000;Sambikerep, Surabaya;3;2;90;180;0;HGB;4400;0;0;0;1;Lainnya
75000000;BSD Residence One, Tangerang;3;2;90;106;0;Lainnya;Lainnya;1;1;0;2;Bagus
110000000;Kota Baru Parahyangan, Bandung;3;2;180;225;1;Lainnya;Lainnya;1;1;0;1;Bagus
120000000;Tebet, Jakarta Selatan;4;3;140;130;2;SHM;Lainnya;0;0;0;2;Bagus
60000000;Batam Centre, Batam;2;1;96;65;1;HGB;2200;0;0;1;1;Renovasi Minimum
29000000000;Ciumbuleuit, Bandung;6;3;1280;750;0;SHM;Lainnya;0;0;0;;Bagus
90000000;Setra Duta, Bandung;3;3;128;160;0;Lainnya;2200;1;1;0;1;Bagus
130000000;BSB City, Semarang;3;3;180;110;1;SHM;Lainnya;0;0;0;2;Bagus
110000000;Kebagusan, Jakarta Selatan;3;3;116;120;2;SHM;4400;1;1;0;2;Bagus
27000000;Pakal, Surabaya;2;1;120;90;0;PPJB;Lainnya;0;0;0;1;Bagus
300000000;Lebak Bulus, Jakarta Selatan;3;3;203;324;0;SHM;Lainnya;0;0;2;2;Bagus
82000000;Pakuwon City, Surabaya;4;3;128;144;1;SHM;3500;1;1;0;1;Bagus
130000000;Burangrang, Bandung;4;3;273;275;1;SHM;Lainnya;0;0;2;1;Bagus
75000000;Balikpapan Utara, Balikpapan;3;3;72;84;2;HGB;2200;1;1;0;2;Bagus
45000000;Lippo Karawaci, Tangerang;2;2;72;70;2;PPJB;Lainnya;0;0;0;2;Bagus
11000000;Ungasan, Badung;2;1;70;50;1;SHM;Lainnya;0;0;0;1;Bagus
105000000;Pemogan, Denpasar;1;2;50;80;1;SHM;Lainnya;0;0;0;2;Bagus
225000000;Bandung Utara, Bandung;4;3;500;350;2;SHM;3500;1;1;2;2;Bagus
60000000;Ngaglik, Sleman;4;3;280;250;1;SHM;Lainnya;0;0;1;2;Sudah Renovasi
200000000;Kelapa Gading, Jakarta Utara;5;5;300;315;0;Lainnya;Lainnya;0;0;0;1;Bagus
57000000;Pondok Indah, Jakarta Selatan;3;4;312;350;2;SHM;Lainnya;0;0;2;2;Bagus
500000000;Klojen, Malang;4;3;769;579;10;SHM;23000;1;0;2;2;Bagus
85000000;Gading Serpong, Tangerang;3;3;153;154;1;Lainnya;3500;1;1;1;2;Bagus
55000000;Manyar, Surabaya;3;2;148;130;0;SHM;Lainnya;0;0;0;1;Bagus
57000000;Galaxy, Bekasi;5;5;250;200;1;SHM;Lainnya;0;0;0;2;Bagus
60000000;Pamulang, Tangerang Selatan;2;2;104;90;0;SHM;3500;1;1;0;1;Lainnya
300000000;Lodtunduh, Gianyar;2;2;240;130;0;Hak Sewa;5500;0;0;0;1;Baru
150000000;Wiyung, Surabaya;4;4;375;400;2;Lainnya;Lainnya;0;0;1;2;Bagus
200000000;Cipondoh, Tangerang;3;4;144;250;0;SHM;Lainnya;1;1;0;2;Bagus
30000000;Cikupa, Tangerang;4;3;77;84;1;SHM;2200;0;0;0;2;Bagus
50000000;Depok, Sleman;2;1;90;60;1;SHM;2200;1;1;0;1;Bagus
300000000;Ampera, Jakarta Selatan;5;3;420;350;2;SHM;;;;;;
85000000;Semarang Tengah, Semarang;5;3;108;180;0;SHM;3500;0;0;0;1;Lainnya
30000000;Cikupa, Tangerang;4;3;77;84;0;Lainnya;2200;0;0;0;1;Lainnya
70000000;Rancasari, Bandung;4;3;180;144;0;SHM;2200;0;0;0;;Lainnya
100000000;Parongpong, Bandung;5;4;376;500;0;SHM;3500;0;0;0;1;Lainnya
25000000;Payung Sekaki, Pekanbaru;3;2;427;225;0;SHM;2200;0;0;0;1;Lainnya
50000000;Rungkut, Surabaya;5;4;300;300;0;SHM;2200;0;0;0;1;Lainnya
55000000;Ciangsana, Bogor;3;2;120;200;0;SHM;2200;1;1;0;1;Lainnya
40000000;Pakal, Surabaya;2;2;50;54;0;SHM;2200;0;0;0;1;Lainnya
100000000;Ilir Barat I, Palembang;4;3;250;900;0;SHM;3500;0;0;0;1;Lainnya
73000000;Jatibening, Bekasi;5;3;153;200;1;SHM;3300;1;1;1;2;Bagus
60000000;Cibubur, Bogor;4;3;144;160;1;SHM;Lainnya;0;0;0;2;Sudah Renovasi
67000000;Legenda Wisata, Jakarta Timur;4;3;171;170;2;Lainnya;Lainnya;0;0;0;2;Bagus
37000000;BSB City, Semarang;2;1;120;45;1;SHM;2200;0;0;0;1;Bagus
55000000;Kota Wisata, Jakarta Timur;2;2;119;100;1;Lainnya;;0;0;0;;
27000000;Cikupa Citra Raya, Tangerang;3;2;162;120;0;SHM;Lainnya;0;0;2;1;Bagus
120000000;BSD City, Tangerang;4;4;144;180;1;Lainnya;Lainnya;0;0;0;1;Bagus
2000000000;Kebayoran Baru, Jakarta Selatan;4;4;600;1100;2;HGB;4400;0;0;8;2;Bagus
88000000;Gading Serpong, Tangerang;3;3;136;136;2;Lainnya;3300;1;1;2;2;Bagus
100000000;Karawaci, Tangerang;3;2;280;180;0;PPJB;Lainnya;1;1;2;2;Bagus
280000000;Pagedangan, Tangerang;4;5;238;280;0;Lainnya;Lainnya;0;0;0;3;Bagus
285000000;Jimbaran, Badung;3;3;180;150;1;SHM;;0;0;0;;
300000000;Senopati, Jakarta Selatan;3;1;450;300;3;SHM;Lainnya;1;1;1;1;Renovasi Total
75000000;Cakung, Jakarta Timur;3;3;98;98;1;PPJB;3500;1;1;0;2;Bagus
26000000;Tanjung Bunga, Makassar;2;1;105;48;0;SHM;1300;0;0;0;1;Lainnya
55000000;Medan Sunggal, Medan;;;126;96;0;Lainnya;Lainnya;0;0;0;1;Lainnya
60000000;Semarang Barat, Semarang;4;3;192;160;1;SHM;Lainnya;0;0;0;1;Bagus
700000000;Kuningan, Jakarta Selatan;4;3;650;400;2;SHM;4400;3;2;2;;Bagus
150000000;Balikpapan Baru, Balikpapan;5;4;190;250;1;HGB;5500;1;1;0;2;Bagus
65000000;Jimbaran, Badung;2;1;70;45;1;SHM;Lainnya;0;0;1;1;Bagus
190000000;Pantai Indah Kapuk, Jakarta Utara;3;3;204;300;0;HGB;Lainnya;1;1;0;2;Bagus
25000000;Gununganyar, Surabaya;3;2;50;56;1;HGB;2200;0;0;0;2;Bagus
150000000;Alam Sutera, Tangerang;4;3;240;237;1;Lainnya;Lainnya;0;0;0;2;Bagus
250000000;Pondok Indah, Jakarta Selatan;4;3;136;360;1;SHM;5500;1;1;1;3;Bagus
135000000;Kota Wisata, Bogor;3;2;72;100;0;SHM;Lainnya;0;0;1;2;Bagus
200000000;BSD, Tangerang;4;4;136;424;2;Lainnya;Lainnya;1;1;0;3;Bagus
70000000;Gading Serpong, Tangerang;2;2;63;63;1;Lainnya;Lainnya;0;0;0;2;Bagus
1000000000;Cipete, Jakarta Selatan;6;5;800;800;4;SHM;23000;2;1;0;2;Bagus
85000000;BSD The Green, Tangerang;3;3;180;185;1;Lainnya;Lainnya;0;0;0;2;Bagus
60000000;Gading Serpong, Tangerang;3;2;6600;6600;1;Lainnya;Lainnya;0;0;0;2;Bagus
370000000;BSD De Park, Tangerang;4;5;470;450;2;SHM;7700;2;1;1;2;Bagus
340000000;Pejaten, Jakarta Selatan;4;3;835;385;2;SHM;10600;2;1;2;1;Sudah Renovasi
140000000;Cengkareng, Jakarta Barat;4;3;160;305;2;SHM;Lainnya;0;0;0;2;Bagus
70000000;Wiyung, Surabaya;4;3;153;200;2;HGB;Lainnya;0;0;0;2;Bagus
28000000;Duta Harapan, Bekasi;2;1;66;45;1;SHM;Lainnya;0;0;1;1;Bagus
80000000;Batam Centre, Batam;3;3;126;112;0;HGB;Lainnya;0;0;0;2;Bagus
35000000;Cibubur, Bogor;2;1;169;150;1;SHM;3300;0;0;0;1;Bagus
40000000;Citraland, Surabaya;2;2;90;70;0;SHM;3500;0;0;0;1;Lainnya
60000000;Gading Serpong, Tangerang;3;3;180;164;0;SHM;Lainnya;0;0;1;;Lainnya
250000000;Pondok Indah, Jakarta Selatan;5;4;136;360;0;SHM;Lainnya;0;0;2;3;Lainnya
380000000;Pondok Indah, Jakarta Selatan;5;5;500;846;0;SHM;Lainnya;0;0;4;2;Lainnya
125000000;BSD, Tangerang;4;3;250;200;1;SHM;Lainnya;0;0;1;1;Bagus
170000000;Setra Indah, Bandung;4;3;325;500;2;SHM;4400;1;1;2;2;Bagus
168000000;Alam Sutera, Tangerang;5;5;144;277;0;PPJB;Lainnya;;;;;
95000000;Singgasana, Bandung;3;4;200;200;2;SHM;2200;1;0;1;2;Bagus
75000000;Green Lake City, Jakarta Barat;3;3;120;167;1;SHM;;0;0;0;;
150000000;Green Lake City, Jakarta Barat;5;5;144;270;1;SHM;7700;1;1;2;3;Bagus
175000000;Riau, Bandung;6;3;450;259;1;Lainnya;Lainnya;0;0;0;1;Bagus
125000000;Pasir Luyu, Bandung;5;3;161;228;1;SHM;3500;0;0;0;2;Bagus
350000000;Kemang, Jakarta Selatan;7;5;966;400;8;SHM;Lainnya;1;1;2;1;Bagus
78000000;BSD, Tangerang;3;2;60;88;1;SHM;3500;0;0;0;3;Bagus
80000000;BSD, Tangerang;3;2;60;88;1;SHM;3500;0;0;0;3;Bagus
175000000;Lebak Bulus, Jakarta Selatan;5;4;170;300;1;SHM;Lainnya;0;0;0;2;Sudah Renovasi
75000000;Jakarta Garden City, Jakarta Timur;5;4;120;120;0;Lainnya;4400;0;0;0;2;Bagus
325000000;Tabanan, Tabanan;3;3;135;131;1;Lainnya;5500;0;0;0;2;Bagus
35000000;Medan Timur, Medan;2;1;100;176;0;SHM;Lainnya;0;0;0;2;Bagus
35000000;Alang Alang Lebar, Palembang;3;3;96;70;2;SHM;Lainnya;0;0;0;2;Bagus
250000000;Intercon, Jakarta Barat;4;5;540;454;2;SHM;5500;1;1;2;2;Bagus
75000000;Pasir Luyu, Bandung;3;2;115;130;2;SHM;3500;0;1;0;2;Bagus
85000000;Mekar Wangi, Bandung;3;3;150;250;0;SHM;Lainnya;1;1;0;2;Bagus
2000000000;Lippo Karawaci, Tangerang;6;5;144;224;2;SHM;5500;0;0;0;2;Bagus
58000000;Sunter, Jakarta Utara;3;2;67;120;1;SHM;2200;0;0;0;2;Bagus
40000000;Pondok Cabe, Tangerang;3;2;65;54;1;SHM;1300;0;0;0;2;Bagus
85000000;Citraland, Surabaya;5;3;276;376;2;HGB;Lainnya;0;0;0;2;Bagus
80000000;BSD City, Tangerang;3;2;60;88;0;Lainnya;2200;0;0;0;3;Bagus
90000000;Batununggal, Bandung;5;3;162;225;0;SHM;Lainnya;1;1;1;2;Bagus
10000000;Piyungan, Bantul;3;1;120;100;0;SHM;Lainnya;0;0;0;1;Bagus
100000000;Semarang Tengah, Semarang;4;2;200;150;1;SHM;Lainnya;0;0;1;1;Bagus
150000000;Kelapa Gading, Jakarta Utara;3;3;112;280;0;SHM;5500;1;2;0;;Lainnya
150000000;Surabaya Kota, Surabaya;3;3;382;250;2;HGB;Lainnya;0;0;1;2;Bagus
85000000;Podomoro Park Bandung, Bandung;3;3;170;111;2;SHM;Lainnya;2;1;0;2;Bagus
75000000;Regol, Bandung;5;1;266;116;2;SHM;Lainnya;0;0;0;2;Bagus
525000000;Kebayoran Baru, Jakarta Selatan;4;4;550;450;2;SHM;16500;2;1;2;2;Bagus
125000000;BSD Avani, Tangerang;4;3;300;375;2;SHM;5500;1;1;0;2;Bagus
100000000;Intercon, Jakarta Barat;3;2;162;180;1;SHM;2200;0;1;0;2;Bagus
55000000;Taman Kopo Indah, Bandung;2;1;115;80;1;SHM;2200;0;0;0;1;Bagus
195000000;Golf Island, Jakarta Utara;3;3;75;150;1;PPJB;4400;0;1;1;3;Bagus
53000000;Pantai Indah Kapuk 2, Jakarta Utara;2;2;60;120;1;SHM;Lainnya;0;0;0;;Bagus
35000000;Denpasar Selatan, Denpasar;3;4;250;300;1;SHM;Lainnya;0;0;0;2;Bagus
34000000;Citra Grand, Jakarta Timur;2;1;90;42;2;SHM;Lainnya;0;0;0;1;Bagus
50000000;Kopo Permai, Bandung;3;2;219;198;2;SHM;Lainnya;0;0;0;1;Bagus
250000000;Senopati, Jakarta Selatan;4;3;158;250;2;SHM;Lainnya;0;0;1;2;Bagus
80000000;Sunter, Jakarta Utara;3;3;90;136;1;SHM;5500;2;1;0;2;Bagus
125000000;Alam Sutera, Tangerang;4;3;170;360;2;Lainnya;Lainnya;0;0;0;2;Bagus
50000000;Sariwangi, Bandung;2;2;133;50;2;SHM;2200;0;0;0;1;Bagus
42000000;Metland Menteng, Jakarta Timur;2;2;120;100;2;SHM;3500;0;0;0;1;Bagus
45000000;Summarecon Bandung, Bandung;2;2;66;34;1;SHM;Lainnya;0;0;0;2;Bagus
18000000;Setiabudi, Bandung;2;2;30;30;0;SHM;Lainnya;0;0;1;1;Renovasi Minimum
80000000;Grand Wisata, Bekasi;4;3;240;168;2;SHM;4400;1;1;0;2;Bagus
55000000;Citra Garden, Jakarta Barat;2;2;128;110;1;SHM;2200;1;0;0;1;Bagus
45000000;Kelapa Gading, Jakarta Utara;2;1;90;75;1;SHM;2200;0;0;1;1;Bagus
60000000;Taman Palem, Jakarta Barat;3;2;90;120;0;SHM;3500;1;1;1;2;Bagus
200000000;BSD City, Tangerang;4;3;205;250;2;Lainnya;Lainnya;0;0;0;2;Bagus
166000000;Cidahu, Sukabumi;2;1;60;36;1;HGB;1300;0;0;0;1;Bagus
175000000;BSD City, Tangerang;4;4;252;320;2;Lainnya;Lainnya;0;0;0;3;Bagus
300000000;Ampera, Jakarta Selatan;5;4;700;500;2;SHM;Lainnya;0;0;2;2;Sudah Renovasi
125000000;Alam Sutera, Tangerang;5;4;170;360;0;Lainnya;Lainnya;0;0;0;2;Bagus
150000000;Cilandak, Jakarta Selatan;3;3;142;180;1;SHM;Lainnya;0;0;1;3;Sudah Renovasi
80000000;Grand Wisata, Bekasi;4;3;240;160;2;SHM;4400;1;1;0;2;Bagus
75000000;Summarecon Bandung, Bandung;3;3;128;149;1;SHM;Lainnya;0;0;1;2;Bagus
200000000;Kelapa Gading, Jakarta Utara;4;4;120;400;2;SHM;5500;1;1;2;4;Baru
250000000;Kelapa Gading, Jakarta Utara;4;4;286;600;1;SHM;10000;1;1;3;3;Bagus
200000000;Kelapa Gading, Jakarta Utara;4;3;136;245;2;PPJB;Lainnya;0;0;2;3;Bagus
140000000;Kelapa Gading, Jakarta Utara;4;3;160;250;1;SHM;5500;1;1;2;3;Baru
90000000;Kelapa Gading, Jakarta Utara;2;2;69;100;1;SHM;Lainnya;0;0;0;2;Bagus
235000000;Kelapa Gading, Jakarta Utara;5;5;150;550;2;SHM;10600;2;1;5;4;Bagus
250000000;Kelapa Gading, Jakarta Utara;5;4;120;480;2;SHM;4400;1;1;2;4;Baru
450000000;Kelapa Gading, Jakarta Utara;4;4;420;850;2;SHM;10600;2;1;4;2;Bagus
500000000;Kelapa Gading, Jakarta Utara;5;4;550;1025;0;SHM;23000;2;1;0;2;Bagus
130000000;Renon, Denpasar;5;4;300;200;0;SHM;Lainnya;0;0;0;2;Bagus
85000000;Darmo permai, Surabaya;2;1;117;175;2;SHM;4400;1;1;0;2;Bagus
45000000;BSD Vanya Park, Tangerang;2;2;60;53;1;SHM;Lainnya;0;0;0;1;Bagus
60000000;Medan Helvetia, Medan;;;450;400;0;Lainnya;Lainnya;0;0;0;1;Lainnya
65000000;Gading Serpong, Tangerang;3;2;126;106;1;SHM;Lainnya;0;0;1;2;Bagus
